document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
dahir_1-00-175__loi15-95,47,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": L'agent de notification et d'exécution du Trésor qui, se présentant pour saisir, trouve une précédente saisie, portant sur les objets saisissables du débiteur, se borne à procéder au récolement des objets saisis, après s'être fait présenter le procès-verbal de ladite saisie. L'intervention à saisie est notifiée au premier saisissant, au débiteur saisi, et s'il y a lieu, au tiers saisi et au gardien. Cette notification vaut opposition sur le produit de la vente et ouvre droit à distribution. Si tous les objets saisissables n'ont pas été compris dans la première saisie, l'agent de notification et d'exécution du Trésor procède à plus ample saisie. Dans ce cas, les deux saisies sont réunies à moins que la vente des objets saisis antérieurement ne soit déjà commencée.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,48,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": En cas d'inertie du premier saisissant, le comptable chargé du recouvrement peut requérir la continuation de la procédure engagée.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,49,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": Si au moment de la saisie le débiteur maintient son refus de payer, l'agent de notification et d'exécution du Trésor procède à l'inventaire des objets à saisir se trouvant dans les locaux et les meubles qu'il peut se faire ouvrir et en dresse procès-verbal.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,50,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,: Le procès-verbal de saisie comprend : - la description des biens saisis ; - l'indication de la date de la vente ; - et la désignation du gardien.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,51,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": Il est interdit au gardien sous peine de remplacement et de dommages-intérêts, de se servir des meubles ou autres objets saisis ou d'en tirer bénéfice, à moins qu'il n'y soit autorisé par le saisissant.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,52,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": L'agent de notification et d'exécution du Trésor qui ne peut exécuter sa commission parce que les portes lui sont fermées ou que l'ouverture lui en est refusée, est autorisé par voie d'ordonnance sur requête délivrée dans les conditions fixées par l'article 148 du code de procédure civile, à se faire ouvrir les portes des locaux à usage professionnel ou d'habitation, ainsi que les meubles, dans la mesure où l'intérêt de l'exécution l'exige. Il peut demander à cet effet, l'assistance de l'autorité administrative locale. L'ouverture des portes et la saisie sont constatées en un seul procès-verbal, dressé et signé par l'agent de notification et d'exécution du Trésor et contresigné, le cas échéant, par l'autorité compétente ayant prêté assistance.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,53,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,9,": Par dérogation à l'article 37 ci-dessus, lorsque le comptable chargé du recouvrement est informé d'un commencement d'enlèvement furtif de meubles ou de fruits et qu'il y a lieu de craindre la disparition du gage du Trésor, il doit, s'il y a déjà eu commandement, faire procéder immédiatement et sans autre ordre ni autorisation, à la saisie- exécution ou à la saisie-brandon par un agent de notification et d'exécution du Trésor. S'il n'y a pas eu commandement, et par dérogation à l'article 36 ci-dessus, le comptable chargé du recouvrement y fait procéder immédiatement, sans autre formalité, en vertu d'un extrait de rôle signé par lui. Ce commandement vaut saisie- conservatoire. Dans ce cas, l'agent du Trésor énonce dans le procès-verbal les meubles et objets saisis.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,54,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,10,": En cas de disparition ou de départ du redevable sans indication de nouvelle adresse, et en l'absence de biens à saisir, il est procédé à l'établissement d'un procès-verbal de perquisition par le comptable chargé du recouvrement ou son représentant, en présence de l'autorité administrative locale, le cas échéant.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,55,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,10,": Si au cours d'une saisie, le redevable demande à se libérer, la saisie est interrompue par le versement, séance tenante, de la totalité des sommes dues y compris le coût de la saisie engagée, liquidé au taux réduit prévu à l'article 91 ci- dessous.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,56,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,10,": A défaut de biens meubles saisissables et lorsqu'il s'avère qu'il n'existe aucun autre moyen d'obtenir le paiement des sommes dues par le redevable, il est dressé un procès-verbal de carence par le comptable chargé du recouvrement ou son représentant, en présence de l'autorité administrative locale, le cas échéant.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,57,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la saisie,10,": L'insolvabilité des redevables est constatée : -soit par un procès-verbal de carence tel que prévu à l'article 56 ci-dessus, pour les redevables initialement réputés solvables et contre lesquels une saisie s'est révélée infructueuse ; - soit par un certificat d'indigence établi par l'autorité administrative locale, pour les redevables dont l'insolvabilité est notoire.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,58,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,10,": Aucune vente ne peut être effectuée qu'en vertu de l'autorisation prévue à l'article 37 ci-dessus, donnée par le chef de l'administration dont relève le comptable chargé du recouvrement.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,59,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,10,": Il n'est procédé à la vente des meubles et effets saisis, des récoltes et fruits proches de la maturité qu'après un délai de huit (8) jours à compter de la date de la saisie. Néanmoins, ce délai peut être abrégé, en accord avec le redevable notamment lorsqu'il y a lieu de craindre le dépérissement des objets saisis ou pour éviter des frais de garde hors de proportion avec leur valeur. Lorsque la nature de l'objet saisi l'exige, il peut être procédé, après accord du redevable, à l'expertise dudit objet en vue de l'estimation de sa valeur, conformément au code de procédure civile.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,60,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,10,": La vente des objets saisis est faite en présence de l'autorité administrative locale ou de son représentant, soit par le comptable chargé du recouvrement ou pour son compte par un agent de notification et d'exécution du Trésor, soit par les agents des secrétariats-greffes ou des huissiers de justice, à la demande dudit comptable. Dans le cas où le débiteur saisi en manifeste expressément la volonté, les objets saisis sont mis en vente dans l'ordre souhaité par celui-ci, mention en est faite sur le procès-verbal de vente.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,61,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,10,": Par dérogation à l'article précédent, le débiteur saisi peut, sur sa demande et après autorisation du chef de l'administration dont relève le comptable chargé du recouvrement, procéder lui-même à la vente des biens saisis. Pour ce faire, il dispose d'un délai de trente (30) jours courant à compter de l'autorisation qui lui est accordée. Dans ce cas, la vente est effectuée en présence d'un agent de notification et d'exécution du Trésor, agissant pour le compte du comptable chargé du recouvrement. Lorsqu'il s'avère qu'il y a sous-estimation manifeste du prix des biens mis en vente de nature à compromettre le recouvrement des sommes dues, l'agent de notification et d'exécution du Trésor suspend la vente et en réfère au comptable chargé du recouvrement. Si la vente a lieu, le produit en est versé séance tenante entre les mains de l'agent de notification et d'exécution du Trésor à concurrence des sommes dues. En cas, d'insuffisance du produit de la vente, l'action en recouvrement forcé est poursuivie pour le reliquat. A défaut de vente par le débiteur dans le délai prescrit, il y est procédé dans les conditions prévues aux articles 62 à 64 ci- après.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,62,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,11,": Lorsqu'il est procédé à la vente des objets saisis, séparément ou par lots, les comptables chargés du recouvrement ou leurs représentants et les agents visés aux articles 30 et 34 ci-dessus sont tenus, sous leur responsabilité, de discontinuer la vente aussitôt que le produit réalisé s'avère suffisant pour régler l'intégralité des sommes dues.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,63,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,11,: Les ventes ont lieu aux enchères publiques au marché le plus proche ou partout où elles sont jugées devoir produire le meilleur résultat. La date et le lieu de la vente sont portés à la connaissance du public par tous moyens de publicité en rapport avec l'importance de la saisie.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,64,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,11,": Sans préjudice des sanctions prévues par les lois et règlements en vigueur et sous peine de destitution, il est défendu aux comptables chargés du recouvrement et aux autres agents visés aux articles 30 et 34 ci-dessus, de s'adjuger ou de faire adjuger l'un des objets mis en vente à leur diligence. Cette interdiction s'étend à l'acquisition des objets mis en vente à l'initiative du débiteur dans les conditions prévues à l'article 61 ci-dessus.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,65,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section IV : Degrés de recouvrement forcé.,De la vente,11,": Les pièces et actes relatifs au recouvrement forcé des créances publiques sont exempts de la formalité de l'enregistrement et du timbre, de la taxe judiciaire et autres perceptions auxquelles donnent lieu les actes et procédures des juridictions du Royaume.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,66,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,,11,": La saisie et la vente des navires sont exécutées dans les formes et conditions prévues par le code de commerce maritime. En outre, pour toute cession de navire, le nouvel acquéreur doit se faire présenter les quittances ou une attestation des services de recouvrement justifiant du paiement des impôts, taxes et autres créances publiques se rapportant audit navire. A défaut, le cessionnaire est tenu solidairement avec l'ancien propriétaire au paiement desdites créances. Les quittances ou l'attestation visées à l'alinéa précédent doivent, préalablement à la délivrance de toute autorisation de mutation, être produites au service chargé de l'immatriculation des navires.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,67,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Saisie et vente des immeubles,11,": En cas d'insuffisance ou d'absence de biens meubles, il peut être procédé à la saisie et à la vente des biens immeubles à l'exception de l'immeuble affecté à l'habitation du saisi et de sa famille et ce dans les conditions fixées à l'article 46 ci-dessus. La saisie et la vente des immeubles sont effectuées par les agents des notifications et exécutions judiciaires conformément aux dispositions du dahir portant loi du 11 ramadan 1394 (28 septembre 1974) approuvant le texte du code de procédure civile.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,68,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Saisie et vente des fonds de commerce,11,": (modifié par l'article 25 de la loi de finances n° 26-04 pour l'année budgétaire 2005 promulguée par le dahir n° 1-04-255 du 29 décembre 2004 ; B.O. n° 5278 bis du 30 décembre 2004) La saisie des fonds de commerce est effectuée conformément aux dispositions du 3e alinéa de l'article 455 du code de procédure civile par les agents de notification et d'exécution du Trésor en exécution de l'autorisation visée à l'article 37 ci-dessus, à la requête du comptable chargé du recouvrement. Leur vente est exécutée dans les conditions et les formes prévues par la loi n° 15-95 formant code de commerce promulguée par le dahir n° 1-96-83 du 15 rabii I 1417 (1er août 1996).",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,69,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,": Outre la saisie et la vente prévues aux articles 44 à 64 ci-dessus, les véhicules terrestres à moteur appartenant aux redevables d'impôts, taxes et autres créances publiques, peuvent faire l'objet de mesures d'exécution par voie d'immobilisation ou d'opposition auprès des centres immatriculateurs, dans les conditions définies aux articles ci-après.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,70,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,": Il peut être procédé à l'immobilisation des véhicules visés à l'article précédent, en quelque lieu qu'ils se trouvent. L'agent de notification et d'exécution du Trésor qui procède à l'immobilisation en dresse procès-verbal et signifie au débiteur, dans les huit (8) jours, un commandement de payer valant saisie.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,71,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,": Lorsque le véhicule est immobilisé sur la voie publique et à défaut de paiement par le débiteur des sommes dues dans les deux (2) jours suivant l'immobilisation, l'agent de notification et d'exécution du Trésor procède à l'enlèvement dudit véhicule. Un commandement valant saisie est alors notifié au débiteur dans les huit (8) jours.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,72,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,: La vente du véhicule saisi a lieu conformément aux dispositions des articles 58 à 64 de la présente loi.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,73,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,": Sans préjudice des dispositions du dahir du 27 rabii Il 1355 (17 juillet 1936) réglementant la vente à crédit des véhicules automobiles, il peut être fait opposition auprès des centres immatriculateurs à l'effet d'empêcher pendant une durée de quatre ans renouvelable, sauf mainlevée donnée par le comptable chargé du recouvrement, toute mutation affectant la propriété du véhicule avant acquittement de la totalité des impôts, taxes et autres créances publiques mis à la charge du débiteur.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,74,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,": L'opposition visée à l'article 73 ci-dessus a lieu sous la forme d'une déclaration comportant l'identité du débiteur, la nature et le montant des créances dues, ainsi que les caractéristiques et les indications permettant l'identification du véhicule.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,75,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section V : Procédures de recouvrement forcéparticulières à certaines catégories de biens Saisie et vente des navires,Mesures d'exécution sur les véhicules automobiles,12,: Toute mutation de véhicule intervenant autrement que par voie de justice ne peut être opérée que sur justification du paiement des créances pour lesquelles il a été fait opposition.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,76,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,12,": Lorsque les voies d'exécution sur les biens du redevable n'ont pu aboutir, le recouvrement forcé des impôts et taxes et autres créances publiques peut être poursuivi par voie de contrainte par corps. Il est fait recours à la contrainte par corps, sous réserve des dispositions des articles 77 et 78 ci-dessous, à l'encontre : - des débiteurs dont l'insolvabilité n'a pu être constatée dans les conditions fixées à l'article 57 ci-dessus ; - des redevables visés à l'article 84 ci-dessous.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,77,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,12,": La contrainte par corps en matière de recouvrement des impôts et taxes et autres créances publiques ne peut être exercée lorsque : - le montant des sommes exigibles est inférieur à huit mille (8.000) dirhams ; - le débiteur est âgé de moins de vingt (20) ans ou de soixante (60) ans et plus ; - le redevable est reconnu insolvable dans les conditions prévues à l'article 57 ci-dessus ; - le redevable est une femme enceinte ; - le redevable est une femme qui allaite, et ce, dans la limite de deux années à compter de la date d'accouchement.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,78,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,": La contrainte par corps ne peut être exercée simultanément contre le mari et sa femme, même pour des dettes différentes.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,79,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,: La durée de la contrainte par corps est fixée comme suit : - de quinze (15) à vingt et un (21) jours pour les créances d'un montant égal ou supérieur à huit mille (8.000) dirhams et inférieur à vingt mille (20.000) dirhams ; - de un (1) à deux (2) mois pour les créances d'un montant égal ou supérieur à vingt mille (20.000) dirhams et inférieur à cinquante mille (50.000) dirhams ; - de trois (3) à cinq (5) mois pour les créances d'un montant égal ou supérieur à cinquante mille (50.000) dirhams et inférieur à deux cent mille (200.000) dirhams ; - de six (6) à neuf (9) mois pour les créances d'un montant égal ou supérieur à deux cent mille (200.000) dirhams et inférieur à un million (1.000.000) de dirhams ; - de dix (10) à quinze (15) mois pour les créances d'un montant égal ou supérieur à un million (1.000.000) de dirhams.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,80,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,": La contrainte par corps est exercée au vu d'une requête désignant nommément le débiteur. Cette requête dûment visée par le chef de l'administration dont relève le comptable chargé du recouvrement ou la personne déléguée par lui à cet effet, est adressée par ledit comptable au tribunal de première instance sous réserve du respect des dispositions de l'article 141 ci-dessous. Le juge des référés statue sur la requête qui lui est présentée dans un délai n'excédant pas trente (30) jours et fixe la durée d'incarcération, conformément aux dispositions de la présente section. La contrainte par corps est immédiatement applicable. Elle est mise à exécution, dès réception de la décision fixant la durée d'incarcération, par le procureur du Roi près la juridiction compétente.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,81,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,": Les redevables contre lesquels la contrainte par corps a été ordonnée peuvent en prévenir ou en faire cesser les effets, soit en acquittant l'intégralité de leurs dettes, soit après consentement du comptable chargé du recouvrement ayant requis l'incarcération dans les conditions fixées ci-dessous. Le redevable détenu est remis en liberté par le procureur du Roi sur justification de l'extinction des dettes ou sur demande du comptable chargé du recouvrement, après paiement d'un acompte au moins égal à la moitié des sommes dues et d'un engagement écrit du débiteur de régler le reliquat dans un délai n'excédant pas trois (3 mois, assorti de garanties telles que prévues à l'article 118 ci-dessous.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,82,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,: Le débiteur qui n'exécute pas les engagements à la suite desquels l'exercice de la contrainte a été suspendu peut être contraint de nouveau pour le montant des sommes restant dues.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,83,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VI : La contrainte par corps,,13,": L'incarcération du redevable n'éteint pas la dette. Toutefois, hors le cas prévu à l'article précédent, le redevable ne peut être réincarcéré pour la même dette.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,84,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,13,": Sont réputés avoir organisé leur insolvabilité ou mis obstacle au recouvrement des créances publiques, les redevables qui, après avoir été destinataires d'un avis d'imposition, ont entrepris des actes ayant eu pour effet le détournement d'actifs constituant le gage du Trésor en vue de les soustraire à l'action en recouvrement ou d'empêcher l'accomplissement de cette action.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,85,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,13,: Les auteurs des actes prévus à l'article 84ci-dessus sont punis d'une amende de cinq mille (5.000) dirhams à cent mille (100.000) dirhams et d'un emprisonnement de un (1) à deux (2) ans avec sursis ou de l'une de ces deux peines seulement.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,86,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,13-14,": En cas de récidive, l'amende et la peine d'emprisonnement prévues à l'article 85 ci-dessus sont portées au double, dans ce cas la peine d'emprisonnement devient ferme. Il y a récidive lorsque l'auteur de l'infraction a subi dans les cinq (5) années qui précèdent une condamnation irrévocable pour une infraction identique.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,87,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,14,: Les complices des redevables auteurs des infractions visées aux articles 84 et 86 ci-dessus sont passibles des mêmes peines.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,88,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,14,: La demande aux fins de poursuites judiciaires pour organisation d'insolvabilité est présentée au procureur du Roi près le tribunal compétent par le comptable chargé du recouvrement après autorisation du chef de l'administration dont il relève.,pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,89,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VII : L'organisation d'insolvabilité,,14,": Lorsque le procureur du Roi décide des poursuites au titre des faits visés au précédent article, le comptable chargé du recouvrement ou son représentant se constitue partie civile.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,90,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VIII : Frais du recouvrement forcé,,14,": Les actes engagés pour le recouvrement des créances publiques donnent lieu à perception de frais, à la charge des redevables, calculés conformément aux dispositions de l'article 91 ci-dessous sur le montant des sommes dues d'après les rôles, les états de produits et ordres de recette émis, déduction faite des acomptes payés. Sont également à la charge des redevables, les frais accessoires ci-après : - frais d'expertise ; - frais de garde des meubles ou récoltes saisis ; - frais de transport des agents chargés du recouvrement forcé et des objets saisis ; - frais d'immobilisation et d'enlèvement des véhicules automobiles ; - frais de publicité. Les frais visés aux deux alinéas précédents s'ajoutent de plein droit aux créances précitées et sont recouvrés en même temps et dans les mêmes conditions.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,91,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VIII : Frais du recouvrement forcé,,14,": Le tarif des actes engagés pour le recouvrement forcé est fixé comme suit : Avis à tiers détenteur 1% Commandement 2 % Commandement valant saisie conservatoire. 2,5% Saisie-brandon 2,5% Saisie-exécution 2,5% Conversion d'une saisie conservatoire 2% Récolement sur saisie antérieure 2% Signification de vente 2% Affiches 1% Récolement avant la vente 1 % Procès-verbal de vente 1%",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,92,,Titre II : Dispositions Communes,Chapitre III : Du recouvrement forcé,Section VIII : Frais du recouvrement forcé,Saisie interrompue 1%,14,": Nonobstant toutes dispositions contraires, les comptables chargés du recouvrement n'ont pas à faire l'avance des frais de recouvrement relatifs aux actes exécutés à leur requête par les secrétaires-greffiers, lesquels ne peuvent percevoir d'autres frais que ceux fixés à l'article 90 ci-dessus. Les frais que les secrétaires-greffiers ont avancé à l'occasion du recouvrement contentieux engagé pour le compte des comptables chargés du recouvrement leur sont remboursés par ces derniers sur production de factures ou mémoires dûment acquittés.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,93,,Titre II : Dispositions Communes,Chapitre IV : Des obligations des tiers responsables ou solidaires,,,15,": Les rôles d'impôts, états de produits et autres titres de perception régulièrement mis en recouvrement sont exécutoires contre les redevables qui y sont inscrits, leurs ayants droit, leurs représentants ou toutes autres personnes auprès desquelles les redevables ont élu domicile fiscal avec leur accord.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,94,,Titre II : Dispositions Communes,Chapitre IV : Des obligations des tiers responsables ou solidaires,,,15,": En cas de cession d'immeuble, le nouvel acquéreur doit se faire présenter les quittances ou une attestation des services de recouvrement justifiant du paiement des impôts et taxes grevant ledit immeuble et se rapportant à l'année de cession et aux années antérieures. A défaut, le cessionnaire est tenu solidairement avec l'ancien propriétaire ou l'usufruitier, au paiement desdits impôts et taxes. S'il s'agit de cession partielle, la solidarité ne porte que sur la quote-part des impôts et taxes afférents à la part cédée.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,95,,Titre II : Dispositions Communes,Chapitre IV : Des obligations des tiers responsables ou solidaires,,,15,": En cas de mutation ou de cession d'immeuble, il est fait obligation aux adouls, notaires ou toute autre personne exerçant des fonctions notariales, à peine d'être tenus solidairement avec le contribuable au paiement des impôts et taxes grevant l'immeuble objet de cession, de se faire présenter une attestation des services de recouvrement justifiant du paiement des cotes se rapportant à l'année de mutation ou de cession et aux années antérieures. Tout acte de l'espèce qui serait présenté directement par les parties au receveur de l'enregistrement doit être retenu par celui-ci jusqu'à production de l'attestation prévue à l'alinéa précédent.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,96,,Titre II : Dispositions Communes,Chapitre IV : Des obligations des tiers responsables ou solidaires,,,15,": En cas de cession à titre onéreux ou gratuit d'un fonds de commerce, d'une entreprise commerciale, industrielle, artisanale ou minière comme en cas de cession de l'ensemble des biens ou éléments figurant à l'actif d'une société ou servant à l'exercice d'une profession soumise à l'impôt des patentes, le cessionnaire est tenu de s'assurer du paiement des impôts et taxes dus par le cédant, à la date de cession, à raison de l'activité exercée par la présentation d'une attestation du comptable chargé du recouvrement. En cas de non respect de l'obligation qui lui est ainsi faite, le cessionnaire peut être tenu solidairement responsable du paiement des impôts et taxes dus, à la date de cession, à raison de l'activité exercée.",pdfs/dahir_1-00-175__loi15-95.pdf
dahir_1-00-175__loi15-95,97,,Titre II : Dispositions Communes,Chapitre IV : Des obligations des tiers responsables ou solidaires,,,15,": En cas de fusion, de scission ou de transformation de la forme juridique d'une société avec ou sans création d'une personne morale nouvelle, les sociétés absorbantes ou celles nées de fusion, de scission ou de transformation sont tenues au paiement de l'intégralité des sommes dues par les sociétés dissoutes.",pdfs/dahir_1-00-175__loi15-95.pdf
